image_id,filename,path,face_ratio,cranio_mandibular_ratio,forehead_ratio,symmetry_score,jaw_angle_left,jaw_angle_right,cheekbone_width,eye_width_left,eye_height_left,eye_aspect_ratio_left,eye_width_right,eye_height_right,eye_aspect_ratio_right,interocular_distance,eye_tilt_angle_left,eye_tilt_angle_right,eye_position_ratio,nose_length_ratio,nose_width_ratio,nose_bridge_angle,mouth_width_ratio,mouth_height,avg_L,std_L,std_L_level,avg_chroma,chroma_level,pore_ratio,wrinkle_density,spot_ratio,sebum_ratio,convexity,mean_curvature,jaw_forehead_curvature,skin_cluster_rgb,skin_cluster_lab,undertone_b,is_warm,is_cool,lightness_contrast,iris_cluster_rgb,iris_luminance_contrast,hair_hue_mean,hair_chroma_ratio,season,expression,age_estimate,gender_prob,glasses,earring,lens_color,makeup_intensity,light_direction,yaw,pitch,roll
1,KakaoTalk_20250701_192248288.jpg,uploads\geometry\KakaoTalk_20250701_192248288.jpg,1.0197986089387354,1.0197986089387354,0.10451296652945637,0.5265665205179239,135.68730245291988,126.53285591079701,883.2365567251796,176.1294909965102,58.13594079569022,3.0296145308027285,173.21163823551603,60.0687226055709,2.883557877081475,214.18473393864934,177.83563833711133,171.47240897343283,0.6645016968250275,0.42440096728536886,0.16950061917304993,177.07878174422441,0.16950061917304993,13.908981825840748,59.70812225341797,25.384634017944336,3,8.38695240020752,1,1.5266546264505128e-06,0.0025850079462373305,0.2579366957392596,0.24090113842635494,11.165103314891384,0.0069859715706375464,0.8458449041031897,"[[208, 211, 215], [58, 62, 72], [140, 148, 183]]","[[216.033693748045, 129.1784462708149, 130.4638778235322], [69.28918404874686, 132.14550233670488, 132.7886988542993], [164.68194062960575, 140.13250734233023, 137.0288568374967]]",133.4271445051094,1,0,146.74450969929813,[],0.0,0.0,0.0,Spring Light,neutral,30.0,0.5,0.0,0.0,clear,0.0,unknown,0.0,0.0,0.0
